,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
8772,Greens,6.0,233.971861,22453.46736,45_and_up,6170.527479,Yes,843.3282275,Yes,Male,After_16:00,0.47627194,0.464375383,7749.0,542.8748256,59.24622370000001,3964.745518,461.7412239,90.61487534,23.29967437,2.251,63318.02161,Yes,82886.17203,9.832434256,287.8995867,16.86596698,77.99062032,80.0,Healthcare,11.0,264.3842062,4.0,Foot_or_bicycle,Services_or_Retail,No,1.0,651.9018516
8773,Violets,7.0,339.1627349,95618.9863,45_and_up,12904.31655,No,1271.6210720000001,No,Male,After_16:00,0.640838131,0.7858831759999999,6204.0,862.4755538999999,93.30870945,10182.74819,951.4828037999998,59.33335912,29.36793411,9.796,102273.7941,No,715343.3143,8.734440862000001,845.7797079,20.73312034,113.054245,100.0,Education,14.0,595.3134656000001,0.0,Car,Services_or_Retail,No,1.0,821.6302049999999
8776,Turquoises,8.0,51.19861526,5514.355907,45_and_up,318.3215611,No,624.4418816000001,Yes,Female,After_16:00,0.29935306100000003,0.48987189600000003,5267.0,414.49044219999996,16.19131886,4060.1361880000004,378.85204980000003,38.95150695,20.35903834,4.7330000000000005,48730.2902,Yes,104403.646,5.810599002999999,323.11553039999995,89.62793683,17.06620509,90.0,Environment,15.0,205.9659606,2.0,Public_or_other,Public_Sector,No,0.0,438.17786110000003
8778,Khakis,7.0,77.97445221,8868.561626,45_and_up,711.5487283,No,565.0351734,Yes,Female,By_16:00,0.150797816,0.865974404,8481.0,382.12134,95.22594055,4176.345506000001,68.22406803,54.23542899,19.54792419,1.5190000000000001,44972.5092,No,116424.457,3.1077603089999997,341.2102826,62.62300599,25.99148407,90.0,Environment,9.0,234.4846767,3.0,Public_or_other,Hightech,No,0.0,374.0098783
8779,Browns,10.0,559.4339772000001,126999.3134,30-45,34970.51965,Yes,950.9687951999999,No,Male,After_16:00,0.15056916,0.41982013799999995,3567.0,614.0896194000001,6.747291982,8038.597548999999,523.4726109000001,0.766900415,24.78083169,12.433,75893.34259,Maybe,463817.9756,1.245255095,681.041831,74.7569059,186.4779924,80.0,Healthcare,11.0,267.41438289999996,3.0,Car,Services_or_Retail,No,3.0,660.3679093
8781,Browns,10.0,249.4609234,80822.57268,45_and_up,7007.681673,Yes,1418.596161,No,Male,After_16:00,0.961364422,0.750914923,9316.0,933.8092177999999,79.53513102,11587.285740000001,757.9766531,50.98478941,30.55829213,6.684,113352.8467,No,944719.3249,8.708706335,971.9667302999999,45.49694201,83.15364112,90.0,Environment,11.0,790.1479597,4.0,Public_or_other,Services_or_Retail,No,0.0,961.9423842
8782,Turquoises,7.0,131.2758147,15137.045280000002,Below_30,1968.5741070000001,Yes,658.0537682,Yes,Female,By_16:00,0.405310255,0.36035455,7270.0,417.146071,90.14193777,4293.507835,884.2174548,49.69128054,20.42415411,2.73,50661.73914,Yes,119661.7321,5.947697862999999,345.9215693,57.38695944,43.7586049,60.0,Financial,12.0,174.9870213,1.0,Motorcycle_or_truck,Hightech,Yes,1.0,496.0602948
8783,Browns,10.0,198.7906448,62012.8729,30-45,4467.121379,No,1305.962252,No,Male,After_16:00,0.363406378,0.7520003359999999,9273.0,841.7826215,55.04761876,11042.08505,994.8550688999999,20.89676207,29.01349034,6.727,104171.6374,No,875818.9295,3.3471340410000003,935.8519805999999,93.122084,66.26354828,60.0,Financial,8.0,688.8466708,2.0,Public_or_other,Services_or_Retail,No,0.0,909.5453901000001
8784,Greens,10.0,206.429155,18349.72179,45_and_up,4813.587056,Yes,771.5951082,Yes,Male,By_16:00,0.401493896,0.155490256,7742.0,496.1786204,14.60007061,3659.0912770000004,853.8136682,18.1020509,22.27506724,2.258,57952.61992999999,Yes,71114.70421,,266.6734036,71.05538682,68.80971834,80.0,Healthcare,14.0,252.61309139999997,2.0,Public_or_other,Services_or_Retail,No,0.0,596.734019
8785,Whites,6.0,693.8717951,108669.9603,30-45,53736.63149,Yes,707.5575922999999,Yes,Female,By_16:00,0.440077865,0.629369249,9147.0,463.5221999,86.59771814,5625.461071,955.4588126,93.78853398,21.52956571,0.853,56265.64283,Maybe,220751.1922,3.589372193,469.8416671,57.86384223,231.29059840000002,70.0,Social,7.0,49.13464213,1.0,Car,Student_or_Unemployed,No,0.0,486.8068915
8787,Violets,8.0,674.8479930999999,197144.1964,30-45,50837.15086,No,1333.583242,No,Male,After_16:00,0.156500902,0.552320648,5394.0,934.2654066,25.54440431,10632.4687,545.4715583,76.46859551,30.56575546,10.606,108274.7568,Yes,768066.0726,3.26994247,876.3937886,16.26593021,224.949331,80.0,Healthcare,12.0,653.0612283,3.0,Public_or_other,Public_Sector,Yes,1.0,810.2099941
8788,Blues,2.0,1162.587856,80541.28852999999,30-45,150576.4764,No,745.4736247999999,Yes,Male,After_16:00,0.900663835,0.28895968,4855.0,356.8813291,80.36012854,,765.2986599,67.54266133,,9.145,50644.532510000005,Maybe,43194.46424,2.2708903069999997,207.8327795,70.72077442,387.5292855,60.0,Financial,10.0,447.31436339999993,1.0,Public_or_other,Student_or_Unemployed,Yes,0.0,806.9943013
8789,Turquoises,4.0,809.3748379,112784.8024,45_and_up,73067.30586000001,Yes,678.0318555,Yes,Female,By_16:00,0.7910661590000001,0.510038691,3104.0,414.68641329999997,16.51109289,5009.814214999999,211.9254954,35.04999168,20.36385065,6.896,52380.10823,No,174760.902,2.976640961,418.0441389,8.40988101,269.7916126,90.0,Environment,14.0,121.1287632,2.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,526.0193393000001
8791,Yellows,9.0,883.8567889000001,147546.0465,45_and_up,87104.93262,No,648.8465147000001,No,Female,After_16:00,0.5296547460000001,0.283789526,6376.0,331.6639032,42.32574739,5671.3578990000005,897.6999314,96.03310651,18.21164197,7.624,48859.12365,Yes,250803.6541,4.029556094,500.8030092,10.94378403,294.6189296,100.0,Education,15.0,196.0751272,3.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,600.5374019
8792,Browns,10.0,456.61556219999994,151301.4998,30-45,23328.62426,Yes,1464.229225,No,Male,After_16:00,0.874196337,0.069697635,6644.0,,3.872039169,11887.44309,440.8877187,48.82134451,31.19948781,9.356,117254.4722,Yes,988160.6546,0.6942581659999999,994.0627015,80.91890493,152.2051874,60.0,Financial,9.0,834.4041586,3.0,Public_or_other,Services_or_Retail,No,1.0,977.5114398
8793,Browns,3.0,1016.084426,338503.2683,45_and_up,115062.8682,No,1498.0251150000001,No,Female,After_16:00,0.478783034,0.287120085,7834.0,997.8735093,27.609438800000003,11990.09177,737.8411252999999,15.65239227,31.58913594,8.166,119820.0603,No,998869.2702,6.775850095,999.4344752000001,8.69243145,338.6948086,80.0,Healthcare,12.0,864.4673767999999,2.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,999.9910192
8795,Turquoises,9.0,144.6461308,22763.94375,30-45,2382.9379489999997,No,670.099018,Yes,Female,By_16:00,0.9187870370000001,0.47537896,6094.0,423.83402750000005,92.80222144,5568.971755,784.8346317,44.09015428,20.58722972,3.906,53038.96488,No,222907.0862,7.942345582000001,472.13037,27.16124023,48.21537693,60.0,Financial,9.0,82.89381241,1.0,Car,Industry_or_other,No,1.0,482.8707125
8796,Khakis,7.0,274.919333,28366.326689999998,Below_30,8499.488626999999,Yes,561.476856,Yes,Female,By_16:00,0.554034991,0.152772792,8884.0,372.2258692,93.37071055,3839.868097,560.0425967,80.89163811,19.29315602,1.1159999999999999,44034.170210000004,Yes,95816.02435,8.043600705,309.54163589999996,95.37794502,91.63977766,100.0,Education,10.0,253.91564680000005,0.0,Motorcycle_or_truck,Hightech,Yes,0.0,391.0388201
8797,Turquoises,7.0,140.54065490000002,19265.13931,30-45,2251.477516,No,693.0731641,Yes,Male,After_16:00,0.479410403,0.9770873790000001,9913.0,450.941826,80.49122496,5014.246582,806.3693051,20.4928285,21.23539088,0.087,,Yes,169115.2887,9.963918438,411.236293,35.30732158,46.84688497,70.0,Social,11.0,101.71765390000002,2.0,Public_or_other,Services_or_Retail,Yes,0.0,492.20378289999996
8798,Turquoises,8.0,186.4621304,25931.94683,30-45,3935.279164,Yes,757.4545895,Yes,Male,By_16:00,0.418440307,0.603003841,4281.0,457.3823449,50.04719717,5086.970612,433.12283260000004,48.57934136,21.38649913,5.718999999999999,57671.40497,Yes,174073.0226,6.724273779,,42.70012889,62.15404348,80.0,Healthcare,12.0,142.7267443,3.0,Car,Industry_or_other,No,1.0,608.1768397000001
8799,Turquoises,5.0,182.5709883,26031.87443,45_and_up,3774.4309689999995,No,657.0791642,Yes,Male,By_16:00,0.90923905,0.516704854,5564.0,408.1200583,11.01492536,5093.788484000001,901.8137264000001,50.53518708,20.20198154,4.436,51283.23578,Yes,182974.2003,9.587929684,427.75483669999994,20.5749348,60.85699609,70.0,Social,11.0,117.0358591,1.0,Public_or_other,Industry_or_other,No,0.0,493.99125610000004
8801,Yellows,5.0,91.23255972,16777.48428,30-45,965.2308481000001,Yes,662.862584,No,Female,After_16:00,0.133978837,0.815898655,,354.4016441,37.55901936,6225.742964,899.0259557,67.62096398,18.82555827,7.452000000000001,51012.58752,Maybe,304366.2339,9.417475816,551.6939676,36.82575789,30.41085324,80.0,Healthcare,11.0,172.8343954,4.0,Foot_or_bicycle,Hightech,No,0.0,577.4634152000001
8802,Purples,3.0,746.2324723999999,128326.3133,Below_30,62132.40003,No,798.4687382000001,,Male,By_16:00,0.825491355,0.75436162,3549.0,525.4889886,62.17953628,6209.945916,361.0132337,1.379552251,22.9235466,12.450999999999999,63410.557160000004,No,266149.502,6.319328479,515.8967938999999,29.08787236,248.74415750000003,100.0,Education,13.0,56.52162032,3.0,Public_or_other,Hightech,No,0.0,547.8779382
8803,Turquoises,9.0,182.9679199,26621.93214,Below_30,3790.684831,Yes,761.7561417999999,Yes,Male,By_16:00,0.036158379,0.495480386,8104.0,476.2253579,81.53552096,5317.467078,532.6450737,14.45109209,21.82258825,1.896,58835.701629999996,Yes,190533.6784,7.94651547,436.50163619999995,82.53070398,60.98930664,100.0,Education,15.0,104.11183009999999,3.0,Foot_or_bicycle,Public_Sector,No,1.0,579.0063122
8804,Turquoises,9.0,521.0803227,68205.94371,45_and_up,30353.10485,No,604.4050863,Yes,Male,After_16:00,0.14796964099999999,0.575431424,7750.0,331.4249972,45.22679991,4589.650186999999,47.60410776,95.23706390000001,18.20508163,2.25,45464.8711,Maybe,154197.5975,5.296995877,392.6800192,6.689458038,,90.0,Environment,11.0,202.66084540000003,4.0,Car,Industry_or_other,No,1.0,533.7091738
8806,Turquoises,6.0,388.0794391,58946.4742,45_and_up,16873.32104,No,804.4082169,Yes,Male,By_16:00,0.023384292999999997,0.158295598,5516.0,519.9480129,68.14422365,5596.6801479999995,267.585879,55.64758864,22.80236858,4.484,62723.18359,Maybe,207642.8153,,455.67841219999997,86.81338003,129.359813,100.0,Education,13.0,95.12816151,2.0,Car,Hightech,No,0.0,581.7743282
8807,Browns,9.0,107.3166155,35737.16778,Below_30,1325.422867,No,1467.113508,No,Female,By_16:00,0.272070055,0.260378657,5197.0,973.5053065,93.83918403,11937.21603,301.2919221,8.74198426,31.20104656,10.802999999999999,117452.3809,No,998042.0427,5.364410882,999.0205417000001,52.13134883,35.77220516,60.0,Financial,10.0,840.0369417000002,2.0,Foot_or_bicycle,Services_or_Retail,No,1.0,982.1133551
8809,Turquoises,10.0,136.9132196,21305.389030000002,Below_30,2138.441041,Yes,720.3739167,Yes,Female,After_16:00,0.155426123,0.807029562,6120.0,442.2749341,92.79024054,5552.920626,687.2124098999999,80.37053652,21.03033367,3.88,55997.79236,Maybe,217936.8553,6.965281793,466.83707580000004,4.300812328999999,45.63773988,90.0,Environment,13.0,84.03671266,1.0,Foot_or_bicycle,Hightech,Yes,0.0,551.2855369
8810,Blues,5.0,2066.745612,296022.6002,30-45,475303.0735,Yes,185.471706,Yes,Female,By_16:00,,0.323575785,5444.0,34.1585218,85.10859294,4365.255164,180.4447731,45.44363625,5.844529219,8.556000000000001,15178.42069,Yes,184636.7721,3.428924223,429.69381200000004,68.85094456,688.915204,60.0,Financial,10.0,546.2534344,2.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,223.51931040000002
8811,Turquoises,6.0,319.2656347,37434.95413,30-45,11442.038040000001,Yes,582.0685437999999,Yes,Female,After_16:00,0.602049252,0.6265159889999999,4355.0,333.61803330000004,88.06828377,4184.835526,74.77449812,,18.26521375,5.645,44014.63243,No,123735.0596,0.220094142,351.7599459,94.34446769,106.42187820000001,100.0,Education,16.0,222.94243619999997,2.0,Foot_or_bicycle,Hightech,Yes,0.0,493.27263849999997
8813,Browns,10.0,908.8686780999999,293079.2683,Below_30,92095.43112000001,No,1423.730014,No,Female,By_16:00,0.9616150920000001,0.166384513,6867.0,943.0201545,,11560.021009999999,698.0166694000001,11.91307441,30.70863322,9.133,113887.8947,Yes,935859.0256,8.88270729,967.3980698999999,44.3036516,302.95622599999996,80.0,Healthcare,11.0,,2.0,Car,Student_or_Unemployed,No,0.0,956.5441355
8814,Yellows,1.0,854.6533454,56450.70839,Below_30,81454.03343,Yes,543.1415252,Yes,Female,After_16:00,0.215098903,0.284356013,6303.0,348.22634530000005,90.78209889,2677.9827,718.7800109,67.19380163,18.66082381,7.697,40883.1443,Yes,39264.61178,3.257362014,198.1530009,13.48924434,284.88444849999996,70.0,Social,12.0,347.2343193,1.0,Car,Industry_or_other,Yes,0.0,419.84502869999994
8815,Khakis,3.0,48.04361585,5282.91377,45_and_up,282.4799857,Yes,566.2402128,Yes,Male,By_16:00,0.974346631,0.34275488200000004,5303.0,374.7694373,17.29363003,4048.3624600000003,988.7415229000001,99.2840539,19.35896271,4.697,44603.69131,No,108822.3705,9.249516951,329.88235860000003,64.86702482,16.01453862,100.0,Education,10.0,237.28509330000003,1.0,Foot_or_bicycle,Student_or_Unemployed,No,1.0,391.9189667
8817,Turquoises,6.0,225.66399429999998,30973.150419999998,45_and_up,5743.470033,No,654.1145852000001,Yes,Female,After_16:00,0.9248651840000001,0.12310639599999999,6732.0,433.0679796,96.49767955,4983.737953,704.4027571,16.96980433,20.81028543,3.2680000000000002,51911.5214,Maybe,169546.4618,3.312407185,,90.61116022,75.22133142,80.0,Healthcare,14.0,123.0608336,1.0,Public_or_other,Industry_or_other,Yes,0.0,446.35476730000005
8819,Reds,2.0,745.0979225,109756.4181,30-45,61944.023089999995,Yes,765.2091295,Yes,Female,After_16:00,0.580122543,0.125671255,5622.0,507.0764611000001,13.26361778,5433.293607,686.0578982000001,80.23019251,22.51835831,6.377999999999999,60252.5058,Yes,195288.0439,7.865547412000001,441.9140685,98.39062809,248.3659742,50.0,Other,9.0,65.44015374,3.0,Public_or_other,Hightech,No,0.0,529.2978153
8820,Blues,7.0,1401.187284,448354.064,Below_30,218624.37399999998,Yes,1083.0500279999999,No,Male,After_16:00,0.9427948620000001,0.650853366,,568.3350784,72.66414808,10736.11634,351.55188799999996,34.08878476,23.83977933,10.946,83661.34857999999,Yes,921493.6699,8.07011937,959.9446182,21.20507171,467.0624279,60.0,Financial,8.0,647.8558131,0.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,951.1079914
8822,Turquoises,,229.97846180000002,29688.426369999997,45_and_up,5963.336477000001,Yes,604.1169325000001,Yes,Female,After_16:00,0.61343819,0.9793035259999999,9719.0,340.7452962,44.24091647,4554.256695,65.37415111,52.0162578,18.45928753,0.281,45744.37729,Yes,149983.1728,2.18484048,387.2766102,82.46170804,76.65948728,100.0,Education,16.0,195.8894397,1.0,Motorcycle_or_truck,Public_Sector,No,0.0,517.4370097
8823,Greys,4.0,189.8860915,38063.758689999995,45_and_up,4079.598445,Yes,677.1510496000001,No,Male,After_16:00,0.9692660009999999,0.46641894100000003,8926.0,422.80260319999996,10.62895749,6859.277676999999,569.3818391,22.34398166,20.56216436,3.074,54926.08263,Maybe,361642.5658,2.6967385989999997,601.367247,21.55979432,63.29536382,40.0,Foreign_Affairs,7.0,130.248313,0.0,Public_or_other,Industry_or_other,Yes,0.0,472.98396399999996
8824,Yellows,4.0,905.3548027,67105.06595,Below_30,91385.93146,No,797.1661651000001,Yes,Female,After_16:00,0.732776908,0.287786274,7935.0,520.9461466,0.9131355440000001,3265.497859,594.2172981000001,98.65420859,22.82424471,6.065,59535.43576,Yes,49444.217130000005,4.11649701,222.36055660000002,10.67551719,301.78493419999995,80.0,Healthcare,13.0,300.16933389999997,4.0,Car,Student_or_Unemployed,No,2.0,612.157155
8826,Khakis,7.0,328.65876119999996,37761.172360000004,45_and_up,12121.39529,No,544.212757,Yes,Male,By_16:00,0.483464784,0.474101475,8324.0,354.0811589,,4155.00538,961.8645546,16.86878866,18.81704437,1.676,,Maybe,118807.271,6.3591862,344.6843063,76.21782837,109.55292040000002,100.0,Education,9.0,243.52750869999997,0.0,Car,Student_or_Unemployed,No,1.0,382.1425666
8828,Khakis,2.0,633.4573604,69628.32357000001,Below_30,44806.51105,No,585.7067953,Yes,Male,After_16:00,0.380339434,0.776946802,6656.0,390.8556147,8.385558729,4079.249214,140.7942742,,19.77006866,3.344,46118.486410000005,No,108737.5676,8.699755166000001,329.7537984,61.44816745,211.1524535,70.0,Social,7.0,224.7563525,1.0,Motorcycle_or_truck,Services_or_Retail,Yes,1.0,401.9227244
8830,Purples,3.0,126.884621,23443.565769999997,45_and_up,1841.1512120000002,No,1272.1274429999999,No,Male,After_16:00,0.8156775759999999,0.262487908,4407.0,954.8071981,92.94447976,7452.500268000001,391.7121238,37.98345567,30.89995466,11.593,102246.5987,Maybe,307235.8379,8.059936715,554.2885872,38.4603573,42.29487366,60.0,Financial,10.0,505.8773711,1.0,Foot_or_bicycle,Hightech,Yes,1.0,714.7442117
8831,Browns,7.0,466.00448049999994,126763.8085,Below_30,24294.24325,Yes,1097.231444,No,Male,After_16:00,0.659117914,,5245.0,632.5953892000001,41.40105529,9425.87252,918.5076205,65.88544843,25.15144905,10.755,85010.07377999999,Yes,665967.2649,0.33754208399999996,816.0681742,67.13390218,155.3348268,80.0,Healthcare,12.0,521.1504218,2.0,Motorcycle_or_truck,Hightech,No,1.0,892.5775517999999
8834,Whites,5.0,617.2240761,,30-45,42545.24804,No,633.6097415,No,Female,By_16:00,0.046539444000000006,0.712238037,4107.0,402.8213917,32.98817703,6059.499665,702.9535905,39.10828566,20.07041085,5.893,51209.73636,Yes,276030.1214,1.2177689090000001,525.3856882,6.25818863,205.74135869999998,100.0,Education,11.0,118.52879509999998,2.0,Public_or_other,Services_or_Retail,Yes,0.0,437.0638404
8837,Oranges,10.0,707.7979201,127233.9056,Below_30,55910.14327000001,Yes,535.5904063999999,No,Female,By_16:00,0.937759745,0.53888838,9801.0,279.2763228,77.58010891,5951.359067,73.07605748,47.41367544,16.71156255,2.199,42104.30472,Yes,290823.61100000003,1.596377261,539.2806421,54.87100426,235.93264,50.0,Other,7.0,227.6227576,2.0,Car,Public_Sector,Yes,1.0,460.62730350000004
8838,Turquoises,3.0,201.588418,28184.41837,45_and_up,4592.51728,No,758.8315324,Yes,Male,By_16:00,0.096769305,0.868317633,4199.0,479.25462310000006,97.41506835,5152.860091,,91.03844934,,5.801,58606.47399,Maybe,175925.7901,8.271619057999999,419.43508449999996,84.42741104,67.19613933,90.0,Environment,13.0,109.4477377,4.0,Car,Hightech,Yes,0.0,571.1177263999999
8841,Yellows,10.0,-83.47447116,-16879.542269999998,30-45,756.3959913,No,817.5396602000001,No,Male,By_16:00,0.514853695,0.619982653,6517.0,509.70900599999993,62.77027463,7085.778914,405.7841811,22.73122985,22.57673595,7.483,64803.87952,Yes,368007.3459,6.161764133999999,606.6360902000001,59.77741906,-27.82482372,100.0,Education,16.0,143.9950271,3.0,Car,Student_or_Unemployed,No,2.0,596.2758916
8843,Khakis,7.0,327.701976,40301.12746,45_and_up,12051.298999999999,No,611.1447349,Yes,Female,By_16:00,0.746668269,0.051940902000000004,8865.0,403.2931481,48.22094364,4496.01728,403.5839941,33.24951308,,1.135,48254.66774,No,136119.0098,6.317933967999999,368.9430984,11.70346274,109.23399199999999,100.0,Education,10.0,180.34145,1.0,Foot_or_bicycle,Hightech,Yes,0.0,422.5731836
8844,Reds,9.0,751.9186592,126500.4106,Below_30,63080.825110000005,Yes,687.635999,No,Female,After_16:00,0.7541746509999999,0.235866933,4181.0,377.98845960000006,73.90279558,5803.0817799999995,22.73076796,24.28897235,19.44192531,7.819,52480.02053,No,254732.6747,9.894912536,504.7104861,84.77293188,250.6395531,40.0,Foreign_Affairs,7.0,154.06405719999998,2.0,Public_or_other,Public_Sector,Yes,0.0,593.9506735
8848,Khakis,4.0,286.14093199999996,,30-45,9202.783973,No,727.4383773,No,Female,By_16:00,0.543441924,0.44030529799999996,5128.0,485.8476113,64.51484752,6166.949562,570.4577082999999,87.44527486,22.04195117,4.872,58657.99853,Yes,,5.601012517999999,519.5254338999999,30.61774338,95.38031066,90.0,Environment,9.0,33.70942187,2.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,476.4459675
8850,Purples,6.0,290.5964601,94386.87591,30-45,9489.787997,No,1476.0205019999999,No,Male,After_16:00,0.033602881,0.809575167,4465.0,977.3831280999999,93.18798509999999,11698.88453,392.76831830000003,83.52666833,31.26312729,11.535,117706.6385,No,949478.4098,5.279572934,974.4118276,34.20952787,96.86548668,90.0,Environment,15.0,837.1587553999999,2.0,Public_or_other,Industry_or_other,Yes,1.0,997.8690073999999
8854,Browns,9.0,433.60939840000003,131666.6898,Below_30,21045.32651,No,1301.931086,No,Male,After_16:00,0.9757490609999999,0.079448638,5101.0,826.6914847,39.09530425,10762.965709999999,999.125141,32.49478913,28.75224312,10.899000000000001,103095.0039,Yes,829844.9776,5.43103653,910.9582742999999,71.51665587,144.53646609999998,90.0,Environment,13.0,680.9151218,5.0,Foot_or_bicycle,Hightech,Yes,0.0,933.6258452
8856,Reds,2.0,212.14323969999998,33874.09528,Below_30,5081.242652,Yes,795.1994036,Yes,Male,After_16:00,0.485257192,0.16402705,4233.0,496.92150589999994,81.30671326,5784.110474,782.0951633999999,59.01885729,22.29173627,7.767,61700.274339999996,Maybe,229466.6236,7.49158852,479.02674630000007,,70.71441323,50.0,Other,10.0,102.35390629999999,2.0,Public_or_other,Industry_or_other,No,1.0,600.1347473999999
8860,Reds,5.0,243.56479869999998,35374.627160000004,45_and_up,6682.722841,No,815.4129508999999,Yes,Female,By_16:00,0.18641950399999999,0.220511083,3937.0,489.44559739999994,9.981530183,5336.001994,659.3818502,3.807174414,22.1234174,8.062999999999999,61804.41319,Maybe,189844.1452,4.60943484,435.71107989999996,27.1947471,81.18826624,50.0,Other,11.0,175.2420243,3.0,Foot_or_bicycle,Services_or_Retail,No,1.0,662.6816106000001
8861,Reds,3.0,135.14945649999999,28684.69357,Below_30,2084.5359949999997,No,,No,Male,By_16:00,0.827561195,0.68529255,6527.0,418.9037915,,7205.1347590000005,5.482953973,38.37646018,20.46713931,5.473,56864.03366,Yes,405428.5536,6.8707059070000005,636.7327176,9.514099476,45.04981883,40.0,Foreign_Affairs,9.0,165.12816919999997,,Car,Industry_or_other,No,1.0,544.6640927999999
8862,Reds,10.0,631.8487621,107900.2566,30-45,44579.82272,No,766.2158323,No,Male,By_16:00,0.135872586,0.6838533440000001,6511.0,459.08482300000003,98.90313023,6041.243225,729.2540777,72.80091022,21.42626479,5.489,59319.21369,Maybe,262458.82899999997,3.678073299,512.3073578999999,58.93509339,210.616254,50.0,Other,10.0,112.08082569999999,3.0,Car,Student_or_Unemployed,Yes,0.0,603.6175117
8863,Blues,9.0,1626.739358,204997.6433,45_and_up,294583.4619,No,411.5278294,Yes,Male,After_16:00,0.8616669640000001,0.386066507,8648.0,372.37831760000006,67.1309748,4525.281934000001,550.4747312999999,8.155928063,19.29710646,5.352,37991.93458,No,142923.7153,8.086476258,378.05252989999997,41.38505938,542.2464527000001,80.0,Healthcare,10.0,458.201494,1.0,Motorcycle_or_truck,Public_Sector,No,0.0,77.16418104
8864,Browns,7.0,364.3981481,113127.6452,Below_30,14885.4672,No,1136.9363720000001,No,Female,By_16:00,,0.987814324,3829.0,658.0830455,93.20376238,10629.68586,356.8012316,81.04624264,25.65312935,12.171,89249.8432,Yes,867416.5056,7.159748715,931.3519773,3.7017224360000003,121.46604939999999,90.0,Environment,14.0,611.1516927,1.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,903.0528674000001
8865,Browns,9.0,375.51370360000004,96085.54738999999,Below_30,15803.00919,Yes,998.1105732999999,No,Male,By_16:00,0.325286735,0.69285552,9864.0,634.5741767000001,95.39441275,8945.476526,719.5163027000001,3.942714725,25.19075578,6.136,79926.29652999999,Yes,589260.1421,2.338397289,767.6328172,24.13929682,125.1712345,90.0,Environment,11.0,360.4471841,3.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,700.4610650000001
8867,Turquoises,7.0,248.971281,36207.71094,30-45,6980.4014019999995,No,641.5264437000001,Yes,Female,After_16:00,0.3102789,0.358998938,6502.0,375.65163160000003,70.14524681,5114.181277000001,485.80482390000003,16.57920906,19.38173448,3.498,49420.338130000004,No,190347.0457,8.740180121,436.2878014,96.36930441,82.99042701,60.0,Financial,8.0,141.09145680000003,1.0,Car,Hightech,Yes,0.0,519.6223901999999
8868,Browns,3.0,155.6361955,50552.72905,45_and_up,2753.281549,No,1373.637994,No,Male,By_16:00,0.168730424,0.552396691,3360.0,901.3404835000001,41.47935233,11547.084359999999,441.72945219999997,43.80711545,30.02233308,12.64,110062.1506,No,949533.9745,6.259038027000001,974.4403391000001,97.79507518,51.87873184,90.0,Environment,15.0,,2.0,Public_or_other,Hightech,Yes,1.0,929.975049
8869,Turquoises,10.0,192.5587059,27423.385560000002,45_and_up,4194.059037,Yes,796.9180212,Yes,Male,After_16:00,0.08855608599999999,0.880531237,9332.0,507.905704,15.12985507,5288.282824,663.8660196000001,73.65565072,22.53676339,0.6679999999999999,61561.2537,Maybe,182540.12,3.442789565,427.2471416,89.70705047,64.1862353,100.0,Education,12.0,119.2513993,3.0,Public_or_other,Industry_or_other,No,1.0,594.1563468999999
8871,Khakis,5.0,930.0589947999999,99907.43992,45_and_up,96432.21231,No,580.8633929,Yes,Female,After_16:00,0.29013779100000003,0.86121737,,392.58275330000004,24.34381377,4007.7817219999997,847.1651697000001,94.57046399,19.81370115,5.525,45869.45445,Yes,103852.5527,1.5059669969999998,322.2616215,9.658908891,310.01966489999995,,Healthcare,7.0,234.71722590000002,3.0,Foot_or_bicycle,Industry_or_other,No,4.0,390.62550550000003
8872,Khakis,6.0,369.83478239999994,59925.31529,30-45,15330.80785,Yes,684.2528157,Yes,Male,After_16:00,0.8086499640000001,0.6531871770000001,3089.0,440.6336431,82.94328009,5742.247227000001,,4.172131629,20.9912754,6.9110000000000005,54511.703279999994,Yes,236291.2599,1.460149654,486.09799410000005,0.8868495470000001,123.2782608,60.0,Financial,6.0,64.77075233,1.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,1.0,478.145475
